2019-06-19 23:59:56,"b'RT @SenDuckworth: Sally Ride shattered glass ceilings on Earth and in orbit, becoming the first American woman in space 36 years ago. Her h\xe2\x80\xa6'",0,186
2019-06-19 23:59:52,"b'RT @ddtsuga: @angelmygs Jin: you over there! Go get me a glass of water \nGordon: but I\'m Gordon Ramsey \nJin: okay ""Gordon Ramsey"" go get me\xe2\x80\xa6'",0,149
2019-06-19 23:59:50,b'RT @LampworkBench: FREE PRIORITY SHIPPING\nSET OF 6 Glass Ornaments LampworkBench Hand Blown Glass Christmas Ornaments Rainbow Pride Gifts G\xe2\x80\xa6',0,43
2019-06-19 23:59:47,b'And....you supported Trump in 2016. People in glass houses shouldn\xe2\x80\x99t throw stones. https://t.co/Qudv2Ad6JD',1,0
2019-06-19 23:59:45,b'Check out 14x20 MARLIN Fish Ocean Sea Stained Art Glass Window Suncatcher #SilverCreek #SUNCATCHER https://t.co/KsNDpKqaZd via @eBay',0,1
2019-06-19 23:59:40,"b'@MaciF00 #1.  Being gay or lesbian or trans isn\xe2\x80\x99t a choice, anymore the you being straight is a choice.  #2 \n I bel\xe2\x80\xa6 https://t.co/j9ihuod9Vi'",0,0
2019-06-19 23:59:38,"b'Human relationships are more fragile than glass. Be gentle with one another, Be kind with one another, Be forgiving\xe2\x80\xa6 https://t.co/k7sfszRvQC'",2,2
2019-06-19 23:59:35,b'RT @EvilHillaryPics: Pompeo is now saying that we should go to war with Iran because they have ties to 911. If that\xe2\x80\x99s what we\xe2\x80\x99re using for\xe2\x80\xa6',0,80
2019-06-19 23:59:32,b'Check out 20x14 BASS Fish Stained Art Glass  Window Suncatcher #SilverCreek #SUNCATCHER https://t.co/GaUWY9jyWn via @eBay',0,0
2019-06-19 23:59:31,"b'Why are weed dealers selling weed in mini glass jars, Are they trying to save the environment or some shit by not using plastic bags... \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94'",24,1
2019-06-19 23:59:29,b'RT @uriekingofcloud: heart of glass (cover) by painc! At the Disco is so beautiful and deserve more love https://t.co/n2Q4tJVIMz',0,6
2019-06-19 23:59:28,"b'RT @sonja158: Seriously, of all the bathrooms in bloody Istanbul, he has to take showers in the blurred-glass one?!?I mean, honestly.... \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x80\xa6'",0,7
2019-06-19 23:59:59,"b""@DaveyCrockett23 @northolt3103 But we don't know what is in the bottle when somebody spraying at us.\n\nBest to kick\xe2\x80\xa6 https://t.co/xjqQzPmqz3""",1,0
2019-06-19 23:59:58,b'RT @jjumpsuitlive: he really just chugged a whole bottle of water and then burped into the mic https://t.co/xov4yEjTPL',0,387
2019-06-19 23:59:57,"b""@kallman_tom It's called enforcing the law @SpeakerPelosi take your death grip of the vodka bottle long enough to read a law!""",2,0
2019-06-19 23:59:46,"b""RT @PGtwweets: I'm used to occasionally watching men's football &amp; there may be differences in the rules I don't understand. Can someone exp\xe2\x80\xa6""",0,2
2019-06-19 23:59:45,b'Going to #yoga #yogalife #yogapose #fabfitfun @FabFitFun bottle... How did I ever live without? @FabFitFunCS https://t.co/XS2le0jslW',0,0
2019-06-19 23:59:43,"b'Managed to find our way to a fresh sea food restaurant, then we managed our way to the bottom of the wine bottle, a\xe2\x80\xa6 https://t.co/t37kQ69Z6A'",0,0
